,id,permalink,username,to,text,date,formatted_date,retweets,favorites,mentions,hashtags,geo
83,1190042147891957764,https://twitter.com/K_p_Otte/status/1190042147891957764,K_p_Otte,,"""WeWork's Ex-CEO Faces Pregnancy Discrimination Complaint"" by The Associated Press via NYT https://ift.tt/2C2Avrb",2019-10-31 23:05:32+00:00,Thu Oct 31 23:05:32 +0000 2019,0,0,,,
84,1190041925698629632,https://twitter.com/wwwizards/status/1190041925698629632,wwwizards,,WeWork and Ex-CEO Adam Neumann Accused of Pregnancy and Gender Discrimination https://ift.tt/3352Wki,2019-10-31 23:04:39+00:00,Thu Oct 31 23:04:39 +0000 2019,0,0,,,
85,1190041913296138240,https://twitter.com/Primal_Digest/status/1190041913296138240,Primal_Digest,samsabin923,#EverythingYouNeed to know about Softbank’s $10 billion WeWork buyout https://themilsource.com/softbank-wework-buyout/ …pic.twitter.com/rSSs7ip1WQ,2019-10-31 23:04:36+00:00,Thu Oct 31 23:04:36 +0000 2019,0,0,,#EverythingYouNeed,
86,1190041832459264001,https://twitter.com/jazzdrummer420/status/1190041832459264001,jazzdrummer420,,WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://ift.tt/2Nx3msW,2019-10-31 23:04:17+00:00,Thu Oct 31 23:04:17 +0000 2019,0,0,,,
87,1190041807083778051,https://twitter.com/stateofpress/status/1190041807083778051,stateofpress,,"WeWork, former CEO Adam Neumann accused of pregnancy discrimination By Reuters https://stateofpress.com/2019/10/31/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination-by-reuters/ …pic.twitter.com/oM6yeXbAdz",2019-10-31 23:04:11+00:00,Thu Oct 31 23:04:11 +0000 2019,0,0,,,
88,1190041717392756736,https://twitter.com/JohnAngel1977/status/1190041717392756736,JohnAngel1977,,WeWork's toxic phone booths were created in-house by its 'Powered by We' business https://ift.tt/2Nx3msW johnangel1977,2019-10-31 23:03:49+00:00,Thu Oct 31 23:03:49 +0000 2019,0,0,,,
89,1190041667891552256,https://twitter.com/marshawright/status/1190041667891552256,marshawright,,"WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://reut.rs/327G95T #news #business #socialpic.twitter.com/sEKuh2xnqL",2019-10-31 23:03:38+00:00,Thu Oct 31 23:03:38 +0000 2019,0,2,,#news #business #socialpic,
90,1190041651831595008,https://twitter.com/aquila1250/status/1190041651831595008,aquila1250,,【深田萌絵】動画 ソフトバンク危機 Wework騒動はトランプの仕込み！？ http://fukadamoe.blog.fc2.com/blog-entry-4237.html …,2019-10-31 23:03:34+00:00,Thu Oct 31 23:03:34 +0000 2019,0,0,,,
91,1190041568604020737,https://twitter.com/NikGalatis/status/1190041568604020737,NikGalatis,,Check this out! WeWork's toxic phone booths were created in-house by its 'Powered by We' business http://bit.ly/2JDiELP pic.twitter.com/5qx8VV2Cld,2019-10-31 23:03:14+00:00,Thu Oct 31 23:03:14 +0000 2019,0,0,,,
92,1190041537075458049,https://twitter.com/TimesEurope/status/1190041537075458049,TimesEurope,,"WeWork, former CEO Adam Neumann accused of pregnancy discrimination https://france.timesofnews.com/wework-former-ceo-adam-neumann-accused-of-pregnancy-discrimination …",2019-10-31 23:03:06+00:00,Thu Oct 31 23:03:06 +0000 2019,0,0,,,
93,1190041435455860736,https://twitter.com/TopTwts/status/1190041435455860736,TopTwts,,RT businessinsider: WeWork's toxic phone booths were created in-house by its 'Powered by We' business http://www.businessinsider.com/weworks-toxic-phone-booths-were-created-by-wework-2019-10 …,2019-10-31 23:02:42+00:00,Thu Oct 31 23:02:42 +0000 2019,0,0,,,
94,1190041063496601601,https://twitter.com/Robin_Keith/status/1190041063496601601,Robin_Keith,,"Uber and wework, Closer and closer to crypto companies. Its coming. @APompliano @JWilliamsFstmed @MarkYusko Incredibly Stable Company WeWork Appears To Be Investing In Incredibly Stable Industry: Esports https://kotaku.com/incredibly-stable-company-wework-appears-to-be-investin-1839503664/amp …pic.twitter.com/qAurploBvu",2019-10-31 23:01:14+00:00,Thu Oct 31 23:01:14 +0000 2019,3,9,@APompliano @JWilliamsFstmed @MarkYusko,,
95,1190040974904442882,https://twitter.com/ZAQSBusiness/status/1190040974904442882,ZAQSBusiness,,WeWork's ex-CEO accused of pregnancy discrimination by former chief of staff https://www.theguardian.com/business/2019/oct/31/wework-ceo-adam-neumann-pregnancy-discrimination-lawsuit …,2019-10-31 23:00:52+00:00,Thu Oct 31 23:00:52 +0000 2019,0,0,,,
96,1190040901621600257,https://twitter.com/qwerty__red/status/1190040901621600257,qwerty__red,,"WeWork, Former CEO Adam Neumann Accused of Rampant Pregnancy and Gender Discrimination https://qwerty.red/wework-former-ceo-adam-neumann-accused-of-rampant-pregnancy-and-gender-discrimination/ …pic.twitter.com/7xFKEshIZH",2019-10-31 23:00:35+00:00,Thu Oct 31 23:00:35 +0000 2019,0,0,,,
97,1190040887352537090,https://twitter.com/techjunkiejh/status/1190040887352537090,techjunkiejh,,Opinion | #WeWork and #Uber's struggles show how venture capital-backed-tech giants fail workers — NBC News http://bit.ly/2Ww7GwN #TechJunkieNewspic.twitter.com/BZQ75el15L,2019-10-31 23:00:32+00:00,Thu Oct 31 23:00:32 +0000 2019,0,0,,#WeWork #Uber #TechJunkieNewspic,
98,1190040786919919616,https://twitter.com/Ivoryfinancial/status/1190040786919919616,Ivoryfinancial,,"Lol all of this stuff was ok and none of the employees cared when they thought they were going to get rich on the wework ipo.... only now do they care Ex-WeWork CEO accused of gender discrimination, smoking pot in front of pregnant staffer https://cnb.cx/324mpQO",2019-10-31 23:00:08+00:00,Thu Oct 31 23:00:08 +0000 2019,0,1,,,
99,1190040780716564480,https://twitter.com/LexisNexis/status/1190040780716564480,LexisNexis,,Will #WeWork's CEO buyout debacle be the end of multi-class shares? https://bit.ly/2MZF4sP The latest from @Intelligize,2019-10-31 23:00:06+00:00,Thu Oct 31 23:00:06 +0000 2019,0,1,@Intelligize,#WeWork,
