,text,sentiment
425,"['able', 'walk', 'water', 'fountain', 'guy', 'use', 'sit', 'office', 'front', 'always', 'hit', 'get', 'new', 'job', 'left', 'wework']",2
426,"['await', 'layoff', 'wework', 'employee', 'say', 'founder', 'payout', 'graft']",1
427,"['wework', 'confirms', 'billion', 'lifeline', 'softbank', 'group', 'name', 'new', 'executive', 'chairman']",2
428,"['back', 'hustle', 'long', 'island', 'city', 'ny']",2
429,"['second', 'shoe', 'still', 'hold', 'unicorn', 'bubble', 'vulnerable', 'macro-level', 'return', 'traditional', 'level', 'interest', 'rate', 'credit', 'spread', 'capitalism', '34']",2
430,"['wework', 'add', 'woman', 'previously', 'all-male', 'board', 'ahead', 'ipo']",2
431,"['get', 'interest', 'wework', 'run', 'crazy', 'model', 'operation', 'not', 'go', 'work']",1
432,"['uber', '30', 'since', 'ipo', 'lyft', '40', 'since', 'ipo', 'wework', 'urge', 'shelve', 'ipo', 'maybe', 'outlook', 'unicorn', 'hemorrhage', 'capital', 'not', 'hot']",1
433,"['hilarious', 'analysis', 'debacle', 'market', 'efficiency', 'point', 'view', 'like']",1
434,"['maybe', 'lose', 'much', 'wework', 'investment', 'resort', 'use', 'high', 'school', 'design', 'intern', 'save', 'cash']",1
435,"['not', 'sure', 'understand', 'mean', 'dm', 'u', 'information', 'like', 'look', 'thanks', 'eb']",2
436,"['wework', 'withdraws', 'filing', 'delay', 'ipo']",2
437,"['wework', 'co-founder', 'adam', 'neumann', 'start', 'talk', 'board', 'director', 'investor', 'discus', 'future', 'role', 'u', 'office-sharing', 'startup', 'include', 'possibility', 'give', 'title', 'chief', 'executive']",2
438,"['pda', 'wework', 'particularly', 'bold', 'move', 'consider', 'cannot', 'even', 'pick', 'nose', 'without', 'someone', 'see']",2
439,"['softbank', 'wework', 'played', 'silicon', 'valley', 'wall', 'street']",2
440,"['18', 'love']",2
441,"['softbank', 'decide', 'whether', 'write', 'wework', 'stake', 'bloomberg', 'via']",2
442,"['wework', 'reportedly', 'unlikely', 'go', 'public', 'year', 'thousand', 'layoff', 'could', 'come', 'wework', 'announce', 'tuesday', 'co-founder', 'adam', 'neumann', 'step']",1
443,"['softbank', 'seek', 'control', 'wework', 'financing', 'package', 'source']",2
444,"['wish', 'kind', 'sale', 'person', 'could', 'scam', 'people', 'billion', 'tell', 'year', 'profitable', 'like', 'others', 'people', 'invest', 'give', 'real', 'number', 'dude', 'invest']",1
445,"['best', 'retire', '40', 'ever', 'read', 'via']",2
446,"['wework', 'bailout', 'deal', 'may', 'emerge', 'soon', 'next', 'week', 'ft', 'say']",2
447,"['exclusive', 'wework', 'press', 'ipo', 'launch', 'despite', 'valuation', 'concern', 'source', 'wework', 'owner', 'company', 'plan', 'proceed', 'investor', 'roadshow', 'initial', 'public', 'offering', 'ipo', 'early', 'next', 'week', 'braving', 'concern']",2
448,"['wework', 'halt', 'new', 'lease', 'agreement', 'stem', 'loss', 'via']",2
449,"['wework', 'saga', 'continue']",2
450,"['fascinate', 'wework', 'strategy', 'startup']",2
451,"['wework', 'india', 'fight', 'new', 'fund', 'talk', 'local', 'lender', 'collapse']",2
452,"['top', 'cloud', 'story', 'week', 'blue', 'apron', 'npm', 'justin', 'kan', 'wework', 'seinfeld', 'viahttp']",2
453,"['kabbalah', 'cabal', 'wework', 'founder', 'neumann', 'integrate', 'jewish', 'mysticism', 'business', 'zero', 'hedge']",2
454,"['financial', 'daily', 'dose', '10.14', '2019', 'top', 'story', 'wework', 'board', 'weigh', 'bailout', 'option', 'softbank', 'jpmorgan']",2
455,"['wework', 'plan', 'shed', 'one-third', 'technology', 'employee', 'via']",2
456,"['break', 'wework', 'could', 'chop', 'valuation', 'half', '20', 'billion', 'amid', 'uncertainty', 'business', 'ceo', 'might', 'delay', 'ipo']",2
457,"['company', 'seem', 'mess', 'think', 'remianing', 'play', 'softbank', 'value', 'real', 'estate', 'wework', 'own', 'business', 'model', 'shit', 'corporate', 'banking', 'term', 'absolute', 'fuck', 'rubbish']",1
458,"['softbank', 'group', 'profit', 'plunge', 'owe', 'wework', 'turmoil']",2
459,"['senior', 'sale', 'manager', 'medium', 'large', 'business', 'seoul', 'korea', 'republic', 'wework', 'wework']",2
460,"['feel', 'like', 'find', 'wework', 'actually', 'not', 'office', 'rent']",1
461,"['high', 'supply', 'wework', 'ceo', 'reportedly', 'want', 'president', 'world']",2
462,"['facebook', 'raise', '2.2', 'billion', 'pre-ipo', 'google', 'raise', '130m', 'pre-ipo', 'ebay', '6.9', 'million', 'wework', 'raise', '14', 'billion', 'far', 'big-scale', 'money', 'laundering']",1
463,"['wework', 'india', 'raise', '200m', 'expansion']",2
464,"['apalling', 'support', 'gurgaon', 'cybercity', 'wait', '45', 'minute', 'someone', 'help', 'luck', 'sad']",1
465,"['demise', 'wework']",1
466,"['softbank', 'offer', 'take', 'majority', 'stake', 'wework']",2
467,"['wework', 'head', 'bankruptcy', 'reorganization']",1
468,"['lot', 'go', 'wework', 'guy', 'bio', 'tell', 'detail', 'not', 'think']",2
469,"['wow', 'wework', 'acquisition', 'meetup', 'founder', 'one', 'cash', 'deal', 'conductor', 'nyc', 'base']",2
470,[],2
471,"['wow', 'put', 'charge', 'previously', 'ceo', 'drove', 'ground', 'clearly', 'masayoshi', 'son', 'like', 'lose', 'horse', 'keep', 'invest', 'people', 'think', 'fail', 'fail', 'keep', 'burning', 'capital']",1
472,"['new', 'story', 'business', 'time', 'wework', 'ex-ceo', 'face', 'pregnancy', 'discrimination', 'complaint']",2
473,"['disney', 'ceo', 'discus', 'role', 'business', 'effect', 'social', 'change', 'wework', 'shelf', 'ipo', 'surprising', 'leak', 'thomas', 'cook', 'memo', 'catch', 'late', 'news', 'link', 'itunes', 'spotify']",2
474,"['follow', 'since', 's1', 'release', 'get', 'momentum', 'impeachment', 'get', 'bad', 'bad', 'wework', 'ipo', 'pull', 'employee', 'go', 'start', 'suffer', 'much', 'need', 'restructuring']",2
475,"['yea', 'coco', 'way', 'wework', 'actually', 'sustainable']",2
476,"['wework', 'board', 'member', 'seek', 'remove', 'adam', 'neumann', 'ceo', 'adam', 'stuck', 'rock', 'hard', 'place', 'sure']",2
477,"['alexa', 'skill', 'add', 'appeal', 'family', 'member', 'age']",2
478,"['excite', 'craig', 'hansen', 'world', 'resource', 'institute', 'sodexo', 'wework', 'event', 'dig', 'put', 'lnkd.in/dtmswkh']",2
479,"['meetup', 'user', 'revolt', 'event', 'fee', 'blame', 'wework']",2
480,"['new', 'best', 'story', 'hacker', 'news', 'wework', 'parent', 'pull', 'ipo', 'follow', 'pushback', 'source']",2
481,"['wework', 'considers', 'rescue', 'plan', 'softbank', 'jpmorgan', 'ny', 'time', 'technology']",2
482,"['wework', 'look', 'sell', 'spin', 'acquisition', 'include', 'seo', 'firm', 'conductor']",2
483,"['depends', 'strike', 'far']",2
484,"['weoffice', 'rise', 'fall', 'wework']",2
485,"['wework', 'pull', 'ipo', 'amid', 'investor', 'concern']",2
486,"['report', 'softbank', 'link', 'director', 'seek', 'ax', 'wework', 'ceo', 'asahi', 'shimbun', 'asahi', 'shimbun']",2
487,"['wework', 'withdraw', 'public', 'offering', 'focus', 'business', 'model']",2
488,"['inform', 'u', '1,600', 'phone', 'booth', 'across', 'location', 'gas', 'high', 'level', 'formaldehyde', 'close', 'remove']",2
489,"['wework', 'thing', 'look', 'interest', 'whole', 'elizabeth', 'holmes-theranos', 'debacle']",1
490,"['wow', 'go', 'goldman', 'ceo', 'dj', 'd-sol', 'wework', 'ipo', 'conflict', 'governance', 'solomon', 'not', 'concede', 'one', 'inch']",2
491,"['cycle', 'ipo', 'risk', 'lnkd.in/fjgwqyf']",1
492,"['pay', 'wework', 'office', 'space', 'supposedly', 'not', 'need']",2
493,"['not', 'take', 'mba', 'figure', 'wework', 'fail', 'citation', 'business', 'insider']",1
494,"['live', 'look', 'wework', 'follow', 'delay', 'ipo']",2
495,"['not', 'wework', 'tech', 'company', 'go', 'coffee', 'shop', 'get', 'work']",2
496,"['post-neumann', 'era', 'begin', 'wework', 'halt', 'new', 'lease', 'agreement', 'property', 'owner', 'office-sharing', 'startup', 'loo']",2
497,"['everything', 'wework', 'sell', 'save', 'business', 'post-neumann', 'graystone', 'invest', 'rest']",2
498,"['yep', 'kinda', 'insane']",2
499,"['millennial', 'urban', 'lifestyle', 'get', 'expensive', 'wework', 'crash', 'uber', 'bleeds', 'cash', 'consumer-tech', 'gold', 'rush', 'may', 'come', 'end']",2
500,"['today', '11am', '2pm', 'jukin', 'phase', 'two', '5792', 'jefferson', 'blvd', '90016']",2
501,"['run', 'druglords', 'vibe', 'braaaaahhhhhhhh', 'smoke', 'weeeeeeeed', 'cocaine', 'tequila', 'not', 'totally', 'sustainable', 'bro', 'hit', 'enviro', 'director']",1
502,"['wework', 'fault']",1
503,"['leak', 'email', 'reveal', 'wework', 'warn', 'potentially', 'dangerous', 'phone', 'booth', 'taint', 'formaldehyde', 'early', 'august', 'via']",2
504,"['softbank', 'seek', 'take', 'control', 'wework']",2
505,"['look', 'like', 'everything', 'control', 'move', 'beyond', 'community', 'adjust', 'number', 'plain', 'hypothetical']",1
506,"['meet', 'wework', 'epic', 'cash', 'black', 'hole', '36', 'shanghai', 'location', 'vacant']",2
507,"['digitalchamber', 'report', 'wework', 'cofounder', 'adam', 'neumann', 'may', 'unload', 'property', 'pay', 'giant', 'loan']",2
508,"['newsmaker-wework', 'ipo', 'spell', 'rough', 'land', 'ceo', 'neumann']",2
509,"['chris', 'note', 'sunday', 'always', 'great', 'read']",2
510,"['premarket', 'stock', 'happens', 'next', 'wework', 'cnn']",2
511,"['wework', 'uber', 'lyft', 'netflix', 'bird', 'amazon', 'late-stage', 'capitalism', 'money-losing', 'predatory', 'pricing', 'aim', 'create', 'monopoly']",2
512,"['wework', 'board', 'approves', 'softbank', 'takeover', 'wsj']",2
513,"['must', 'drunk', 'bunk', 'raise', 'flunk', 'gotta', 'halve', 'junk', 'wework', 'weighs', 'slash', 'valuation', 'half']",1
514,"['read', 'adam', 'neumann', 'step', 'need', 'make', 'sure', 'woman', 'room', 'day', 'one']",2
515,"['read', 'wework', 'never', 'really', 'work']",2
516,"['wework', 'expect', 'announce', 'major', 'layoff']",2
517,"['think', 'discourse', 'happen', 'month', 'ago', 'miss', 'ummmmmmmm', 'gwyneth', 'paltrow', 'cousin', 'wework', 'ceo', 'wife']",2
518,"['6/2019', 'two', 'site', 'already', 'one']",2
519,"['today', 'missouri', 'minute', 'wework', 'lay', '4,000', 'staff', 'gm', 'offer', '1.5', 'billion', 'wentzville', 'investment', 'missouri', 'join', '47', 'state', 'investigation', 'facebook']",2
520,"['ironic', 'guy', 'start', 'company', 'call', 'basically', 'end', 'get', 'mine']",1
521,"['representative', 'decline', 'comment', 'article']",2
522,"['fail', 'ipo', 'could', 'cost', '5.4']",2
523,"['wework', 'go', 'motion', 'sheesh']",2
524,"['art', 'craft', 'top', 'story', 'wework', 'parent', 'adjusts', 'corporate', 'governance', 'ahead', 'nasdaq', 'ipo', 'wsj', 'see']",2
525,"['interview', 'wework', 'spicy', 'still', 'really', 'want', 'know', 'go', 'happen', 'meetup']",2
526,[],2
527,"['good', 'friend', 'kushners']",2
528,"['go', 'use']",2
529,"['reach', 'peak', 'founder', 'ceo', 'wework', 'adam', 'neumann', 'lose', 'job', 'disastrous', 'attempt', 'list', 'company', 'stock', 'market']",1
530,"['wework', 'troubled', 'share', 'office', 'space', 'company', 'accepted', 'takeover', 'offer', 'softbank', 'large', 'outside', 'shareholder']",2
531,"['wework', 'say', 'file', 'withdraw', 'ipo']",2
532,"['top', 'cloud', 'story', 'week', 'blue', 'apron', 'npm', 'justin', 'kan', 'wework', 'seinfeld']",2
533,"['guy', 'come', 'sick', 'idea', 'wework-inspired', 'erotic', 'thriller']",2
534,"['blast', 'radius', 'ipo', 'implosion']",1
535,"['oct', '15', 'invest', 'launch', 'race', 'add', 'rescue', 'financier', 'slew', 'role', 'read']",2
536,"['voting', 'live', 'finalist', 'get', 'friend', 'family', 'vote', 'favorite', 'local', 'artist', 'win', 'performance', 'recess', 'rooftop', 'party', 'month', 'vote']",2
537,"['spoke', 'naren', 'gupta', 'silicon', 'valley-based', 'co-founder', 'nexus', 'venture', 'partner', 'overvaluation', 'concern', 'software', 'market', 'challenge', 'building', 'saas', 'software', 'service', 'company', 'fallout', 'wework', 'fail', 'ipo', 'vc', 'funding']",2
538,"['let', 'unpack', 'board', 'director', 'act', 'pressure', 'structure', 'governance', 'still', 'hot', 'mess', 'adam', 'pay', 'back', 'proceeds', 'make', 'thing', 'look', 'shady', 'not', 'less', '20b', 'valuation', 'still', 'way', 'high']",1
539,"['ceo', 'trouble', 'not', 'travis', 'actually', 'brilliant', 'character', 'flaw', 'lead', 'solid', 'company', 'neumann', 'part', 'problem', 'wework', 'scam', 'real', 'estate', 'co', 'masquerade', 'tech', 'still', 'terrible', 'culture', 'network', 'effect']",1
540,"['jet', 'black', 'wework', 'professional', 'go', 'brush', 'red', 'red', 'bull', 'sponsor', 'casual', 'adventurer', 'lime', 'green', 'monster', 'energy', 'sponsor', 'moto-cross', 'enthusiast']",2
541,"['trouble', 'end', 'gig', 'economy', 'watch', 'get', 'ahead', 'time', 'perfect', 'around', 'world']",2
542,"['one', 'time', 'work', 'wework', 'building', 'old', 'shit', 'guess', 'wework', 'fit', '4x', 'number', 'tenant', 'normal', 'floor', 'make', 'elevator', 'work', 'lot', 'harder', 'one', 'day', 'elevator', 'go', 'free', 'fall', 'floor']",1
543,"['happy', 'see', 'back', 'make', 'anchor', 'ship', 'already', 'sunk', 'stay', 'active', 'predictive', 'reclaim', 'sustain', 'well-deserved', 'audience', 'wework', 'dead', 'horse', 'nobody', 'need', 'understand', 'expensive', 'pencil']",2
544,"['body', 'transformation', 'lunch', 'learn', 'talk']",2
545,"['iwg', 'ihg', 'wework', 'office', 'odyssey']",2
546,"['wework', 'ceo', 'adam', 'neumann', 'may', 'ask', 'step', 'company', 'delay', 'ipo', 'founder', 'push', 'company', 'start']",2
547,"['watch', 'one', 'closely', 'wework', 'lot', 'interest', 'potential', 'revenue', 'channel', 'wework', 'go', 'hot', 'not', 'dream', 'value', 'plunge', '45', 'billion']",2
548,"['wework', 'valuation', 'could', 'reportedly', 'slip', 'billion', 'part', 'softbank', 'propose', 'bailout', 'embattle', 'company', 'via']",2
549,"['wework', 'hand', 'japanese', 'not', 'wait', 'use', 'bidet', 'big', 'meeting']",2
550,"['dealbook', 'adam', 'neumann', 'win', 'amid', 'wework', 'crisis', 'unknown', 'author', 'via', 'nyt']",2
551,"['principal', 'creator', 'fund', 'new', 'york', 'new', 'york', 'united', 'state', 'america', 'wework', 'principal']",2
552,"['schumpeter', 'wework', 'show', 'venture', 'capitalist', 'world', 'make-believe', 'via']",1
553,"['wework', 'bos', 'walk', 'away', '1.7', 'bn', 'softbank', 'rescue', 'deal']",2
554,"['wework', 'parent', 'say', 'ipo', 'still', 'despite', 'setback']",2
555,"['wework', 'cash', 'clock', 'run', 'quickly']",1
556,"['not', 'think', 'simple', 'bank', 'lends', 'mortgage', 'buy', 'property', 'inflate', 'value', 'new', 'property', 'millionaire', 'invests', 'softbank', 'vision', 'fund', 'invests', 'wework', 'innumerable', 'path', 'money', 'take']",2
557,"['nope', 'reference', 'nov', '30th', 'email', 'miss', 'clearly', 'miscommunication', 'put', 'fwiw', 'thing', 'move', 'say', 'april', '15th', 'show', 'day', 'scramble', 'sure', 'say', 'may', '1st']",2
558,"['incredibly', 'stable', 'company', 'wework', 'appear', 'invest', 'incredibly', 'stable', 'industry', 'esports']",2
559,"['wework', 'parent', 'pull', 'ipo', 'follow', 'pushback', 'source']",2
560,"['softbank', 'seek', 'take', 'control', 'wework', 'financing', 'package']",2
561,"['wework', 'could', 'run', 'cash', 'next', 'month', 'via']",1
562,"['artie', 'minson', 'wework', 'number', 'man']",2
563,"['wework', 'board', 'member', 'plan', 'push', 'ceo', 'adam', 'neumann', 'ipo', 'delay']",2
564,"['sunk', 'cost', 'bias', 'scream', 'deal', 'softbank', 'take', '80', 'ownership', 'wework', 'announces', 'billion', 'new', 'financing', 'package']",2
565,"['fall', 'wework', 'startup', 'darling', 'come', 'unglued', 'wall', 'street', 'journal']",1
566,"['dealbook', 'wework', 'founder', 'allegedly', 'call', 'maternity', 'leave', 'vacation', 'unknown', 'author', 'via', 'nyt']",2
567,"['sent', 'late', 'innovation', 'wrap', 'one', 'focus', 'lot', 'climate', 'change', 'electric', 'vehicle', 'solar', 'also', 'touch', 'wework', 'quantum', 'supremacy']",2
568,"['umbrella', 'cost', '20', 'billion', 'cause', 'ipo', 'delay']",2
569,"['wework', 'late', 'problem', 'softbank', 'apr', '2019', 'wirecard', 'announce', 'billion', 'partnership', 'softbank', 'aug', '2019', 'warn', 'client', 'confirm', 'undisclosed', 'sec', 'investigation', 'wirecard', 'softbank', 'even', 'know', 'wcagy']",2
570,"['kantoorverhuurder', 'wework', 'stelt', 'beursgang', 'uit', 'via']",2
571,"['wework', 'adam', 'neumann', 'loan', 'money', 'faraday', 'grid', 'ceo', 'fire']",2
572,"['wework', 'go', 'hot', 'not', 'dream', 'value', 'plunge', '45', 'billion']",1
573,"['wework', 'expose', 'astronomical', 'amount', 'data', 'poorly', 'protect', 'wifi', 'network']",1
574,"['2019', 'see', 'vision', 'fund', 'fortune', 'turn', 'sour', 'major', 'investment', 'tech', 'company', 'like', 'slack', 'fell', 'underwater', 'follow', 'lackluster', 'ipo', 'bad', 'still', 'wework', 'vision', 'fund', 'big', 'investment', 'implode', 'way', 'go', 'public', 'uber', 'workhttps']",1
575,"['think', 'wework', 'may', 'best', 'counterargument', 'history', 'idea', 'worthless', 'execution', 'everything', 'wework', 'execute', 'pretty', 'well', 'vision', 'strategy', 'execute', 'really', 'dumb']",2
576,"['office', 'camera', 'lent', 'wework']",2
577,"['charisma', 'aristotle', 'wework', 'vía']",2
578,"['high', 'growth', 'culture', 'building', 'startup', 'ceo', 'post', 'ipo', 'ceo', 'saw', 'uber', 'see', 'wework']",2
579,"['softbank', 'broke', 'almost', 'every', 'rule', 'invest', 'create', 'big', 'fund', 'ever', 'roughly', '40', 'vision', 'fund', 'cap', 'form', 'prefer', 'stock', 'promise', 'return', 'pa', 'like', 'debt', 'delay', 'wework', 'ipo', 'selloff', 'holding', 'show', 'cost', 'leverage']",2
580,"['good', 'point', 'late', 'event', 'wework', 'reflect', 'softbank', 'bod', 'much', 'reflect', 'adam', 'neumann', 'wehttps']",2
581,"['wework', 'innov', 'bundle', 'workspace', 'company', 'next', 'wave', 'startup', 'space', 'likely', 'unbundle', 'different', 'type', 'workspace', 'focus', 'collaboration', 'social', 'integrate', 'office', 'workspace', 'model', 'thought']",2
582,"['new', 'headache', 'wework', 'say', 'found', 'cancer-causing', 'chemical', 'phone', 'booth', 'cash-strapped', 'wework', 'office-sharing', 'company', 'try', 'negotiate', 'financial', 'lifeline', 'new', 'problem', 'may', 'prove', 'costly', 'report', 'close']",2
583,"['thanks', 'update', 'watch', 'cnn', 'waunt', 'bull', 'shit', 'fox', 'mascot']",2
584,"['tour', 'dock', '72', 'week', 'wework', 'valuation', 'come', 'fire', 'business', 'insider']",2
585,"['wework', 'reportedly', 'expect', 'lay', '2,000', 'worker', 'early', 'week']",2
586,"['wework', 'parent', 'pull', 'ipo', 'follow', 'pushback', 'source']",2
587,"['wework', 'theranos', 'line', 'charm', 'fraud', 'not', 'exist']",1
588,"['week', 'ago', 'wework', 'say', 'success', 'depends', 'large', 'part', 'keep', 'ceo', 'surprising', 'thing', 'happen', 'sunday']",2
589,"['top', 'story', 'wework', 'toxicity', 'problem', 'formaldehyde', 'see']",1
590,"['still', 'unable', 'see', 'sense', 'wework', 'not', 'ultimately', 'collective', 'vehicle', 'wealthy', 'backstop', 'commercial', 'real', 'estate', 'property', 'value', 'probably', 'turn', 'wildly', 'overvalue', 'lease']",1
591,"['practice', 'lose', 'farther', 'lose', 'faster', 'place', 'name', 'meant', 'travel', 'none', 'bring', 'disaster', 'ex', 'ceo', 'wework']",2
592,"['not', 'try', 'profitable']",2
593,"['today', 'would', 'great', 'day', 'wework', 'staff', 'walk', 'demand', 'company', 'reimburse', 'value', 'lose', 'stock', 'option', 'terminate', 'non-compete', 'force', 'arbitration', 'agreement']",1
594,"['ok', 'funny', 'ultimately', 'quite', 'sad', 'wework', 'remotely', 'admins', 'lot', 'office', 'nobody', 'around', 'fix', 'problem']",1
595,"['september', '27', '2019', '52pm', 'wework', 'competition', 'real', 'estate', 'tishman', 'speyer', 'md', 'fund']",2
596,"['wendy', 'silverstein', 'co-head', 'wework', 'real-estate', 'fund', 'real', 'deal']",2
597,['wework'],2
598,"['usual', 'interest', 'post', 'tech', 'company', 'contextualised', 'early', 'day', 'ibm', 'till', 'wework', 'peloton', 'lot', 'highlight']",2
599,"['seek', 'national', 'security', 'review', 'deal']",2
600,"['thank', 'goodness', 'wework', 'not', 'proceed', 'ipo']",2
601,"['people', 'important', 'thing', 'business', 'model', 'product', 'follow', 'right', 'people', 'adam', 'neumann', 'co-founder', 'wework']",2
602,"['landscape', 'en', 'wework', 'park', 'plaza']",2
603,"['big', 'qualm', 'wework', 'prospectus', 'ceo', 'basically', 'use', 'company', 'investor', 'money', 'personally', 'enrich', 'cost', 'company', 'scott', 'take', 'ceo', 'task', 'need', 'refresh', 'gild', 'age']",1
604,"['wework', 'look', 'sell', 'spin', 'acquisition', 'include', 'firm', 'conductor']",2
605,"['behave', 'cult', 'otherwise', 'adam', 'get']",1
606,"['wow', 'nearly', 'do', 'wework', 'founder', 'get', 'nearly', '1.7', 'billion', 'let', 'softbank', 'take', 'company']",2
607,"['en', 'wework', 'de', 'la', 'opv', 'al', 'rescate']",2
608,"['wework', 'rework', 'deal', 'softbank', 'group', 'international', 'sign', 'time', 'insane', 'not', 'show', 'founder', 'financially', 'played', 'card', 'right', 'bubble', 'play', 'also', 'may', 'need', 'change', 'name', 'live', 'hat']",2
609,"['part', 'institution', 'blind', 'imperfection', 'institution', 'cause', 'rationalize', 'shortcoming', 'happens', 'nyt', 'wework', 'white', 'house', 'everywhere', 'else', 'human', 'convene', 'attach', 'personal', 'value', 'affiliate', 'organization']",2
610,"['wework', 'bond', 'drop', 'par', 'first', 'time', 'since', 'ipo', 'filing']",2
611,"['love', 'kind', 'meeting', 'use', 'go', 'meeting', 'sand', 'hill', 'road', 'back', 'lot', 'creative', 'idea', 'different', 'perspective', 'twitter', 'handle', 'huge', 'issue', 'not', 'everyone', 'bad', 'part', 'people', 'go', 'creative', 'not', 'use', 'name', 'th']",2
612,"['start', 'wonder', 'thing', 'start', 'potemkin', 'company', 'silicon', 'valley', 'really', 'space', 'innovation', 'happen', 'wework', 'mess', 'explain', 'via']",1
613,"['neither', 'hunter', 'biden', 'ivanka', 'trump', 'anything', 'wework', '99', 'company', 'subject', 'terrible', 'corporate', 'governance']",2
614,"['wework', 'definitely', 'not', 'go', 'public', 'time', 'soon', 'ipo', 'implode']",2
615,"['wework', 'board', 'say', 'discuss', 'replace']",2
616,"['alexandria', 'ocasio-cortez', 'say', 'anyone', 'invest', 'wework', '47', 'billion', 'valuation', 'get', 'fleece', 'via']",1
617,"['broadcom', 'wework', 'dow', 'future', 'china', 'trade', 'cloudflare', 'thing', 'must', 'know', 'via']",2
618,"['right', 'review', 'monthly', 'cost', 'reduce', 'not', 'expense', 'member', 'eventbrite', 'charge', 'fee', 'paid', 'booking', 'not', 'free', 'one', 'either', 'party', 'wework', 'probably', 'try', 'cash', '200m', 'paid', 'acquire', 'interest', 'alternative', 'like', 'look']",1
619,"['surprise', 'wework', 'ceo', 'adam', 'neumann', 'step', 'remains', 'nonexecutive', 'chairman', 'via']",2
620,"['masayoshi', 'son', 'unyielding', 'optimism', 'lack', 'challenger', 'lead', 'softbank', 'overvalue', 'wework', 'source', 'say']",2
621,"['typical', 'recourse', 'surely', 'not', 'non-recourse', 'least', 'not', 'collateral', 'share', 'pvt', 'like', 'wework']",2
622,"['lot', 'learn', 'ipo', 'fiasco', 'wow']",2
623,"['pull', 'thousand', 'phone', 'booth', 'service', 'formaldehyde', 'scare', 'via']",2
624,[],2
625,"['wework', 'ipo', 'clusterf', 'ck', 'verbal', 'homicide', 'article']",1
626,"['weworkのニューマンceoが辞任', '非常勤の会長職に', 'techcrunch', 'japan']",2
627,"['softbank', 'planning', 'take', 'writedown', 'least', 'billion', 'reflect', 'plunge', 'value', 'holding', 'include', 'wework', 'uber', 'source', 'say', 'via']",2
628,"['wework', 'wi-fi', 'woefully', 'insecure']",1
629,"['pressure', 'leave', 'board', 'member', 'investor', 'recent', 'day', 'mr', 'neumann', 'become', 'nonexecutive', 'chairman', 'company', 'wework', 'name', 'two', 'current', 'executive', 'sebastian', 'gunningham', 'artie', 'minson', 'interim', 'co-chief', 'executive']",2
630,"['lending', 'wework', 'potentially', 'dicey', 'one', 'junk-bond', 'investor', 'diamond', 'hill', 'capital', 'management', 'john', 'mcclain', 'say', 'anybody', 'brave', 'enough', 'would', 'take', 'substantial', 'career', 'risk', 'とまで言われているけどsbgは全損を避けたくて追加投資せざるを得ないんやで']",2
631,"['new', 'post', 'wework', 'founder', 'get', 'nearly', '1.7', 'billion', 'let', 'softbank', 'take', 'company']",2
632,"['even', 'oust', 'adam', 'neumann', 'ceo', 'wework', 'could', 'still', 'go', 'public', 'year', 'price', 'ipo', 'low', 'enough']",2
633,"['wework', '10b', 'community', 'adjust', 'valuation']",2
634,"['wework', '1t', 'show', 'co-working', 'giant', 'go', '47', 'billion', 'valuation', 'talk', 'bankruptcy', 'week', 'via']",2
635,"['meet', 'france', 'frei', 'wework', 'first', 'female', 'board', 'member']",2
636,"['wework', 'collapse', 'business-school', 'study', 'excess', 'private', 'capital', 'unregulated', 'market', 'fetishises', 'wealth-creating', 'genius', 'lone', 'pioneer']",1
637,"['come', 'pain', 'major', 'cut', 'come', 'surprise', 'divest', 'non-core', 'biz', 'like', 'wegrow', 'child', 'care', 'slot', 'pain', 'path', 'profitability', 'even', 'achievable', 'imo', '2025', 'major', 'risk', 'not', 'worth', 'pain']",1
638,"['wework', 'agree', 'softbank', 'bailout', 'value', 'company', '7.5', 'billion', 'billion', 'accord', 'cnbc']",2
639,"['interest', 'take', 'wework', 'work', 'multiple', 'different', 'client', 'wework', 'office', 'always', 'felt', 'bit', 'uneasy', 'whole', 'thing']",1
640,"['news', 'wework', 'might', 'not', 'make', 'november', 'go', 'talk', 'company', 'impend', 'demise', '1999', 'vibe', 'pulse', 'tech', 'sector.https']",1
641,"['oh', 'wework', 'ceo', 'step']",2
642,"['harness', 'wealth', 'founder', 'say', 'wework', 'ipo', 'valuation', 'slash', 'via']",2
643,"['acquire', 'language', 'uplift', 'spirituality', 'american', 'capitalism', 'not', 'reform', 'claimed', 'another', 'commodity', 'possess', 'market', 'sell', 'adam', 'neumann', 'exit', 'wework']",2
644,"['give', 'wework', 'probably']",2
645,"['softbank', 'make', 'wework', 'offer', 'accept', 'economic', 'time']",2
646,"['wework', 'kill', 'use', 'best', 'free', 'lunch', 'wall', 'street', 'continue', 'reading']",1
647,"['distinction', 'wework', 'ponzi', 'scheme']",1
648,"['purge', 'continue', 'wework', 'head', 'real', 'estate', 'leave', 'today', 'roster', 'wework', 'departure', 'include', 'granit', 'gjonbalaj', 'company', 'head', 'real', 'estate', 'development', 'gjonbalaj', 'oversaw', 'real', 'estate', 'operation', 'include', 'design', 'construction', 'proje']",2
649,"['wework', 'still', 'around', 'long', 'force', 'drop']",2
650,"['great', 'see', 'ceo', 'atx', 'demo', 'day', 'tenavox', 'kill', 'since', 'met', 'veteran', 'residence', 'look', 'lease', 'office', 'space', 'make', 'simple', 'use']",2
